ticker,v,vw,o,c,h,l,t,n
stocks_NKE,55879,179.8556,179.44,180.16,180.23,179.35,1717421640000,659
stocks_NKE,58046,180.3499,180.24,180.565,180.6,180.17,1717421700000,665
stocks_NKE,47088,180.6185,180.59,180.74,180.87,180.47,1717421760000,700
stocks_NKE,65753,180.7805,180.64,180.99,181.02,180.52,1717421820000,834
stocks_NKE,53115,181.2276,180.95,181.4538,181.46,180.91,1717421880000,653
stocks_NKE,44286,181.8793,181.4,182.39,182.4,181.4,1717421940000,710
stocks_NKE,103170,182.4201,182.4,182.9,182.9,182.025,1717422000000,1236
stocks_NKE,101819,183.0573,182.8001,183.28,183.35,182.69,1717422060000,1004
stocks_NKE,56345,183.2193,183.31,182.96,183.6913,182.86,1717422120000,715
stocks_NKE,40328,182.6923,182.92,182.68,182.955,182.53,1717422180000,720
stocks_NKE,44174,182.9181,182.575,183.205,183.25,182.575,1717422240000,750
stocks_NKE,52529,182.7994,183.17,182.4525,183.23,182.415,1717422300000,771
stocks_NKE,76688,182.6595,182.49,182.64,183.07,182.21,1717422360000,784
stocks_NKE,61297,183.0096,182.64,182.98,183.4399,182.37,1717422420000,785
stocks_NKE,39824,182.8326,183.015,182.62,183.04,182.6,1717422480000,592
stocks_NKE,51066,182.6101,182.61,182.47,182.89,182.4001,1717422540000,806
stocks_NKE,56559,182.4878,182.425,182.5,182.68,182.3301,1717422600000,691
stocks_NKE,49386,182.8426,182.49,183.01,183.05,182.4401,1717422660000,648
stocks_NKE,38072,182.9471,182.93,182.9475,183.07,182.785,1717422720000,538
stocks_NKE,66265,182.9465,182.97,182.84,183.07,182.72,1717422780000,757
stocks_NKE,61307,182.8244,182.785,182.68,183,182.58,1717422840000,838
stocks_NKE,37452,182.5796,182.68,182.78,182.785,182.48,1717422900000,564
stocks_NKE,41695,183.0058,182.7462,182.9172,183.14,182.68,1717422960000,532
stocks_NKE,44988,182.7787,182.85,183,183.04,182.51,1717423020000,665
stocks_NKE,30190,183.0282,182.93,183.15,183.15,182.89,1717423080000,429
stocks_NKE,41452,183.0805,183.0757,182.98,183.15,182.91,1717423140000,449
stocks_NKE,80952,183.4291,182.99,183.69,183.77,182.99,1717423200000,1002
stocks_NKE,37598,183.6269,183.67,183.18,183.88,183.17,1717423260000,580
stocks_NKE,41323,183.0153,183.235,183.28,183.46,182.85,1717423320000,506
stocks_NKE,35225,183.0011,183.2101,183,183.2101,182.83,1717423380000,504
stocks_NKE,66593,182.8398,183,182.705,183,182.6,1717423440000,869
stocks_NKE,30771,182.8358,182.63,182.9101,183.07,182.59,1717423500000,386
stocks_NKE,24120,183.0819,182.98,183.18,183.22,182.8905,1717423560000,410
stocks_NKE,22409,183.1684,183.1001,182.94,183.34,182.8301,1717423620000,382
stocks_NKE,33654,182.4954,182.95,182.18,182.95,182.18,1717423680000,495
stocks_NKE,35656,182.3751,182.18,182.305,182.59,182.02,1717423740000,458
stocks_NKE,23185,182.2556,182.3,182.3701,182.4,182.16,1717423800000,334
stocks_NKE,25572,182.3262,182.39,182.19,182.45,182.1605,1717423860000,279
stocks_NKE,14414,182.2831,182.175,182.41,182.5,182.0295,1717423920000,264
stocks_NKE,16540,182.2184,182.32,182.11,182.3799,182.0361,1717423980000,275
stocks_NKE,11838,182.1381,182.1899,182.26,182.26,182.0301,1717424040000,162
stocks_NKE,6902,182.3236,182.29,182.42,182.42,182.1701,1717424100000,194
stocks_NKE,31805,182.5986,182.4,182.7015,182.89,182.4,1717424160000,408
stocks_NKE,40830,183.0134,182.66,183.375,183.4499,182.655,1717424220000,465
stocks_NKE,67213,183.8266,183.375,184.18,184.23,183.1596,1717424280000,851
stocks_NKE,45281,184.1942,184.23,183.88,184.4999,183.86,1717424340000,638
stocks_NKE,36308,183.8981,184.03,183.91,184.08,183.5001,1717424400000,489
