ticker,v,vw,o,c,h,l,t,n
stocks_BA,0.006478879999999999,52959.5445,52993.9,52993.9,52993.9,52945.55,1717200000000,6
stocks_BA,0.006582800000000001,52964.5637,52993.9,52959.01,52993.9,52959.01,1717200060000,4
stocks_BA,0.01118162,52985.3795,52979.35,52994.72,52994.72,52979.35,1717200120000,8
stocks_BA,0.013708660000000001,53003.9378,52991.4,53012.33,53012.33,52986.79,1717200180000,3
stocks_BA,0.022473109999999998,53026.1745,53023.6,53032.48,53045.92,53023.6,1717200240000,6
stocks_BA,0.4098101,53046.9699,53037.5,53034.5,53055.65,53010.55,1717200300000,19
stocks_BA,0.006077,53026.5151,53023.91,53041.5,53041.5,53023.91,1717200360000,2
stocks_BA,0.35966734000000006,53041.2488,53030.51,53067.7,53073.52,53030.51,1717200420000,9
stocks_BA,0.0032907300000000004,53059.5727,53053.49,53016.58,53076.5,53016.58,1717200480000,5
stocks_BA,0.00427496,53045.7642,53035.55,53041.1,53076.4,53013.29,1717200540000,5
stocks_BA,0.0091997,53019.8834,53019.88,53019.89,53019.89,53019.88,1717200600000,2
stocks_BA,0.01480412,53010.95,53010.95,53010.95,53010.95,53010.95,1717200660000,1
stocks_BA,0.0081062,53000.3977,52997.49,52986.39,53041,52986.39,1717200720000,3
stocks_BA,0.25286927,52971.0417,52984.52,52979.91,52984.52,52971.01,1717200780000,5
stocks_BA,0.00252365,52977.5194,52973.05,52987.59,52987.59,52973.05,1717200840000,5
stocks_BA,0.0113134,52966.6382,52985.47,52959.16,52985.47,52959.16,1717200900000,5
stocks_BA,0.039467510000000004,52988.26,52961.87,52944.47,53000,52944.47,1717200960000,6
stocks_BA,0.02696298,52939.937,52945.3,52988.5,52988.5,52933.26,1717201020000,9
stocks_BA,0.018882450000000002,52925.6857,52925.69,52925.68,52925.69,52925.68,1717201080000,2
stocks_BA,0.01731157,52929.577,52928.66,52948.43,52948.43,52919.28,1717201140000,5
stocks_BA,0.01482466,52937.43,52937.43,52937.43,52937.43,52937.43,1717201200000,1
stocks_BA,0.00196302,52926.6444,52933.37,52922.7,52933.37,52922.7,1717201260000,4
stocks_BA,0.02304595,52927.449,52927.55,52925.18,52928.3,52923.1,1717201320000,5
stocks_BA,0.004802389999999999,52926.5689,52926.78,52926.9,52928.47,52921.26,1717201380000,6
stocks_BA,0.030835430000000004,52930.8237,52934.3,52930.22,52935.21,52929.72,1717201440000,7
stocks_BA,0.02019375,52927.1422,52927.64,52924.78,52928.34,52924.78,1717201500000,5
stocks_BA,0.0024289399999999997,52950.8748,52945.29,52952.77,52952.89,52945.29,1717201560000,4
stocks_BA,0.00091646,52952.5339,52952.55,52951.73,52952.56,52951.73,1717201620000,3
stocks_BA,0.00056,52953.62,52953.62,52953.62,52953.62,52953.62,1717201680000,1
stocks_BA,0.05778562,52962.2702,52966.02,52964.5,52966.03,52957.3,1717201740000,8
stocks_BA,0.011941080000000001,52997.518,52992.4,52989.41,53006.37,52988.39,1717201800000,11
stocks_BA,0.00230686,53019.6476,53011,53025.16,53025.16,53011,1717201860000,5
stocks_BA,0.00302771,53021.4032,53023.8,53019.76,53023.8,53019.75,1717201920000,3
stocks_BA,0.0051674,53007.4739,53011.76,53000.77,53021.43,52997.35,1717201980000,6
stocks_BA,0.13918887,53016.639,53021.5,53020.7,53021.5,53014.43,1717202040000,7
stocks_BA,0.00921133,52979.9671,52983.92,52979.8,52983.92,52979.8,1717202100000,2
stocks_BA,0.00223722,52978.2701,52965.2,52975.29,52983.43,52965.2,1717202220000,3
stocks_BA,0.00234514,52990.9232,52990.3,52990.92,52991.1,52990.3,1717202280000,3
stocks_BA,0.00106496,52989.83,52989.83,52989.83,52989.83,52989.83,1717202340000,1
stocks_BA,0.00221381,52996.7807,52996.89,52996.19,52996.89,52996.19,1717202400000,2
stocks_BA,0.0031653799999999998,53015.8366,52982.69,53019.9,53019.95,52982.69,1717202460000,3
stocks_BA,0.02975494,53001.4368,53016.7,53011.82,53020.7,52995.77,1717202520000,6
stocks_BA,0.07400000000000001,52999.76,52999.76,52999.76,52999.76,52999.76,1717202580000,2
stocks_BA,0.0032511700000000003,52992.5996,53000.35,52987.13,53000.36,52987.13,1717202640000,3
stocks_BA,0.007736519999999999,53007.2071,52999.24,52995.8,53017.7,52995.8,1717202700000,7
stocks_BA,0.02669752,53026.6106,53021.7,53046.59,53046.59,53016.08,1717202760000,10
stocks_BA,0.00269339,53034.4985,53045.43,53028.7,53045.44,53028.7,1717202820000,3
stocks_BA,0.00185344,53021.6682,53032.81,53019.32,53033.52,53019.31,1717202880000,5
stocks_BA,0.01780494,53018.232,53013.93,53041.88,53041.88,53013.93,1717202940000,6
stocks_BA,0.02047745,53023.9656,53025.17,53040.85,53040.85,53021.09,1717203000000,4
stocks_BA,0.00034539,53059.44,53059.44,53059.44,53059.44,53059.44,1717203060000,1
stocks_BA,0.00609502,53049.8783,53044.38,53050.64,53050.64,53044.37,1717203120000,3
stocks_BA,0.00179461,53049.5972,53058.59,53048.8,53058.59,53040.09,1717203240000,5
stocks_BA,0.00906588,53044.1814,53044.18,53043.83,53044.19,53043.83,1717203300000,3
stocks_BA,0.0034093400000000003,53038.4352,53034.58,53039.81,53039.81,53034.58,1717203360000,2
stocks_BA,0.12816942999999997,53032.8532,53031.1,53032.72,53033.13,53031.1,1717203420000,3
stocks_BA,0.00251331,53031.0576,53031.05,53031.06,53031.06,53031.05,1717203480000,2
stocks_BA,0.007,53034.8795,53034.87,53034.88,53034.88,53034.87,1717203540000,2
stocks_BA,0.03746519999999999,53035.5654,53033,53030.6,53036.72,53030.6,1717203600000,11
stocks_BA,0.013101479999999999,53031.9114,53029.88,53030.53,53047.94,53029.88,1717203660000,5
stocks_BA,0.01915572,53040.4021,53044.1,53041.23,53044.1,53039.89,1717203720000,5
stocks_BA,0.00377245,53045.1094,53048.82,53038.32,53048.82,53038.32,1717203780000,3
stocks_BA,0.13126202,53068.2362,53053.25,53069.6,53069.6,53050.22,1717203840000,5
stocks_BA,8.356999999999999e-05,53051.9666,53057.1,53050.5,53057.1,53050.5,1717203900000,2
stocks_BA,0.00076141,53048.32,53048.32,53048.32,53048.32,53048.32,1717203960000,1
stocks_BA,0.004097399999999999,53014.2328,53014.9,53013.69,53014.91,53013.68,1717204020000,6
stocks_BA,0.0021405499999999997,52992.4719,53000.7,52981.2,53000.7,52981.2,1717204080000,2
stocks_BA,0.00016823,53021.17,53021.17,53021.17,53021.17,53021.17,1717204140000,1
stocks_BA,0.0007842399999999999,53045.2024,53045.31,53045.2,53045.31,53045.19,1717204200000,3
stocks_BA,0.00474911,53016.5317,53014,53016.68,53016.68,53014,1717204260000,3
stocks_BA,0.0041895199999999995,53009.601,53009.6,53009.6,53009.61,53009.6,1717204320000,3
stocks_BA,0.010231810000000001,53023.1874,53021.79,53018.02,53033.1,53018.01,1717204380000,5
stocks_BA,0.0073597,53016.9495,53016.94,53016.95,53016.95,53016.94,1717204440000,2
stocks_BA,0.025992140000000004,53011.3629,52998.87,53000.58,53018.38,52998.87,1717204500000,10
stocks_BA,0.00187953,52995.02,52995.02,52995.02,52995.02,52995.02,1717204560000,1
stocks_BA,0.011552940000000001,52988.5144,52975.09,52986,52992.94,52975.09,1717204620000,6
stocks_BA,0.06800774999999999,52978.9684,52988.08,52965.24,52988.08,52965.24,1717204740000,6
stocks_BA,0.00271822,52979.4,52979.4,52979.4,52979.4,52979.4,1717204800000,1
stocks_BA,0.11153055,52949.7752,52945.22,52961.68,52964.71,52934.31,1717204860000,18
stocks_BA,0.00322283,52950.1309,52979.3,52948.4,52979.3,52948.4,1717204980000,3
stocks_BA,0.00406888,52958.2,52958.2,52958.2,52958.2,52958.2,1717205040000,1
stocks_BA,0.00091617,52964.7246,52964.72,52964.73,52964.73,52964.72,1717205100000,2
stocks_BA,0.01163621,52980.66,52980.66,52980.66,52980.66,52980.66,1717205160000,1
stocks_BA,0.00169804,52983.8974,52974,52983.19,52989.32,52974,1717205280000,3
stocks_BA,0.02703572,52970.1035,52968.9,52975.8,52975.8,52968.9,1717205340000,5
stocks_BA,0.01725092,52977.3316,52980.86,52966.2,52981.06,52966.2,1717205460000,3
stocks_BA,0.00284321,52969.3251,52966.1,52966.2,52970.37,52966.1,1717205520000,4
stocks_BA,0.00328348,52985.5334,52966.1,52991.72,52991.75,52966.1,1717205580000,6
stocks_BA,0.00095315,52981.98,52981.98,52981.98,52981.98,52981.98,1717205640000,1
stocks_BA,0.00290919,52989.7049,52984.74,52989.79,52989.81,52984.74,1717205700000,5
stocks_BA,0.00029284,52965.6155,52967.77,52962.7,52967.77,52962.7,1717205760000,2
stocks_BA,0.00305528,52972.3381,52972.33,52972.34,52972.34,52972.33,1717205820000,2
stocks_BA,0.040781410000000004,52938.8108,52960.05,52914.91,52961.7,52914.91,1717205880000,16
stocks_BA,0.15073005999999994,52887.9737,52900,52886.98,52900,52878.4,1717205940000,11
stocks_BA,0.01021658,52884.1537,52872.1,52904.43,52904.43,52872.1,1717206000000,4
stocks_BA,0.0001686,52925.36,52925.36,52925.36,52925.36,52925.36,1717206060000,1
stocks_BA,0.00976883,52896.029,52917.1,52900.86,52917.1,52895.86,1717206120000,3
stocks_BA,0.00507209,52897.5544,52897.3,52896.22,52900.3,52894.46,1717206180000,4
stocks_BA,0.11061747999999999,52907.5028,52908.97,52899.21,52920.89,52899.21,1717206240000,11
stocks_BA,0.00033694,52941.825,52946.45,52937.2,52946.45,52937.2,1717206300000,2
stocks_BA,0.01843614,52950.6979,52950,52950.7,52950.7,52950,1717206420000,2
stocks_BA,0.0008662699999999999,52961.8838,52962.85,52961.71,52962.85,52959.7,1717206540000,3
stocks_BA,0.00056248,52940.9,52940.9,52940.9,52940.9,52940.9,1717206600000,1
stocks_BA,0.0023,52934.9,52934.9,52934.9,52934.9,52934.9,1717206660000,1
stocks_BA,0.00246819,52949.31,52949.31,52949.31,52949.31,52949.31,1717206720000,1
stocks_BA,0.00014957,52959.39,52959.39,52959.39,52959.39,52959.39,1717206780000,1
stocks_BA,0.00034598,52965.9,52965.9,52965.9,52965.9,52965.9,1717206840000,1
stocks_BA,0.00359483,52965.64,52965.64,52965.64,52965.64,52965.64,1717206900000,1
stocks_BA,0.00753955,52966.6052,52972.17,52966.19,52972.17,52966.19,1717207020000,2
stocks_BA,0.01500558,52958.2346,52943.56,52965.8,52965.8,52943.56,1717207080000,2
stocks_BA,0.00235256,52972.6839,52971.87,52974.5,52974.5,52970.43,1717207140000,4
stocks_BA,0.01261027,52970.6525,52968.9,52980.3,52980.3,52965.65,1717207200000,5
